cq_id;use_case;scenario_step;dimension;question
CQ01110;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Drill down from a finding to its related evidence anchors in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01111;UC-1;Live navigation and HTTP interception;Inspection;Given a selected exchange in UC-1 during Live navigation and HTTP interception, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01112;UC-1;;Validation;What checks can validate that the dashboard view matches the persisted content for UC-1?
CQ01113;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Follow a job identifier to its related produced findings in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01114;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;How many HTTP requests are available for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to exchanges with parameters.
CQ01115;UC-1;Live navigation and HTTP interception;Retrieval;Enumerate HTTP responses associated with UC-1 during Live navigation and HTTP interception scoped to exchanges with parameters.
CQ01116;UC-1;;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-1?
CQ01117;UC-1;Curated selection and evidence submission;Inspection;For a selected exchange in UC-1 during Curated selection and evidence submission, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01118;UC-1;Session preparation and connectivity validation;Traceability;Link a job identifier to its related produced findings in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01119;UC-1;Session preparation and connectivity validation;Quantification;Summarize the count of resolvers for UC-1 during Session preparation and connectivity validation scoped to findings with severity descriptors.
CQ01120;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-1 during Session preparation and connectivity validation?
CQ01121;UC-1;;Inspection;Given a selected exchange in UC-1, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01122;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Navigate a job identifier to its related persisted evidence in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01123;UC-1;;Traceability;Drill down from a URI target to its related all exchanges in UC-1 without relying on manual string parsing.
CQ01124;UC-1;Job monitoring and ingestion observability;Inspection;Given a selected HTTP request in UC-1 during Job monitoring and ingestion observability, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01125;UC-1;Curated selection and evidence submission;Quantification;Summarize the count of rules for UC-1 during Curated selection and evidence submission scoped to a specific job identifier.
CQ01126;UC-1;;Quantification;Count findings for UC-1 scoped to a specific method.
CQ01127;UC-1;Curated selection and evidence submission;Traceability;Follow a resolver to its related all findings in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01128;UC-1;;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-1?
CQ01129;UC-1;Curated selection and evidence submission;Retrieval;Return cookies associated with UC-1 during Curated selection and evidence submission scoped to exchanges with payload bodies.
CQ01130;UC-1;Live navigation and HTTP interception;Quantification;Summarize the count of findings for UC-1 during Live navigation and HTTP interception scoped to a specific job identifier.
CQ01131;UC-1;Session preparation and connectivity validation;Inspection;For a selected HTTP response in UC-1 during Session preparation and connectivity validation, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01132;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Retrieval;Show HTML artifacts associated with UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to findings with severity descriptors.
CQ01133;UC-1;;Quantification;Count findings for UC-1 scoped to requests with responses only.
CQ01134;UC-1;Job monitoring and ingestion observability;Inspection;Given a selected exchange in UC-1 during Job monitoring and ingestion observability, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01135;UC-1;Curated selection and evidence submission;Traceability;Follow a job identifier to its related produced findings in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01136;UC-1;Job monitoring and ingestion observability;Traceability;Link a finding to its related evidence anchors in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01137;UC-1;Live navigation and HTTP interception;Quantification;Count rules for UC-1 during Live navigation and HTTP interception scoped to exchanges with parameters.
CQ01138;UC-1;Live navigation and HTTP interception;Quantification;Compute the number of HTML artifacts for UC-1 during Live navigation and HTTP interception scoped to exchanges with payload bodies.
CQ01139;UC-1;Job monitoring and ingestion observability;Retrieval;Retrieve jobs associated with UC-1 during Job monitoring and ingestion observability scoped to exchanges with payload bodies.
CQ01140;UC-1;Job monitoring and ingestion observability;Retrieval;Enumerate resolvers associated with UC-1 during Job monitoring and ingestion observability scoped to exchanges with cookies.
CQ01141;UC-1;Job monitoring and ingestion observability;Traceability;Link a job identifier to its related persisted evidence in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01142;UC-1;Curated selection and evidence submission;Retrieval;Return parameters associated with UC-1 during Curated selection and evidence submission scoped to exchanges with parameters.
CQ01143;UC-1;;Quantification;Count request headers for UC-1 scoped to a specific dataset.
CQ01144;UC-1;Curated selection and evidence submission;Retrieval;Enumerate HTTP requests associated with UC-1 during Curated selection and evidence submission scoped to requests without responses.
CQ01145;UC-1;Job monitoring and ingestion observability;Retrieval;Show HTTP requests associated with UC-1 during Job monitoring and ingestion observability scoped to a specific job identifier.
CQ01146;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-1 during Live navigation and HTTP interception?
CQ01147;UC-1;Job monitoring and ingestion observability;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Job monitoring and ingestion observability?
CQ01148;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;Compute the number of findings for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to exchanges with parameters.
CQ01149;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-1 during Semantic persistence validation in the Dashboard and GraphDB?
CQ01150;UC-1;Live navigation and HTTP interception;Retrieval;List request–response exchanges associated with UC-1 during Live navigation and HTTP interception scoped to findings with severity descriptors.
CQ01151;UC-1;;Traceability;Link a finding to its related evidence anchors in UC-1 without relying on manual string parsing.
CQ01152;UC-1;Live navigation and HTTP interception;Retrieval;List request–response exchanges associated with UC-1 during Live navigation and HTTP interception scoped to a specific method.
CQ01153;UC-1;Session preparation and connectivity validation;Traceability;Drill down from a job identifier to its related persisted evidence in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01154;UC-1;;Retrieval;Retrieve HTML artifacts associated with UC-1 scoped to exchanges with parameters.
CQ01155;UC-1;Session preparation and connectivity validation;Quantification;Compute the number of payload bodies for UC-1 during Session preparation and connectivity validation scoped to a specific path prefix.
CQ01156;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Inspection;For a selected exchange in UC-1 during Semantic persistence validation in the Dashboard and GraphDB, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01157;UC-1;Live navigation and HTTP interception;Traceability;Drill down from a job identifier to its related produced findings in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01158;UC-1;Job monitoring and ingestion observability;Traceability;Trace a finding to its related evidence anchors in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01159;UC-1;Job monitoring and ingestion observability;Quantification;Summarize the count of request–response exchanges for UC-1 during Job monitoring and ingestion observability scoped to a specific method.
CQ01160;UC-1;Curated selection and evidence submission;Quantification;Summarize the count of URI targets for UC-1 during Curated selection and evidence submission scoped to a specific path prefix.
CQ01161;UC-1;Job monitoring and ingestion observability;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-1 during Job monitoring and ingestion observability?
CQ01162;UC-1;Job monitoring and ingestion observability;Quantification;Compute the number of payload bodies for UC-1 during Job monitoring and ingestion observability scoped to a specific authority.
CQ01163;UC-1;;Retrieval;Return URI targets associated with UC-1 scoped to requests with responses only.
CQ01164;UC-1;Session preparation and connectivity validation;Traceability;Follow a resolver to its related all findings in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01165;UC-1;Job monitoring and ingestion observability;Traceability;Trace a URI target to its related all exchanges in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01166;UC-1;Live navigation and HTTP interception;Traceability;Link a resolver to its related all findings in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01167;UC-1;Live navigation and HTTP interception;Retrieval;Return HTTP requests associated with UC-1 during Live navigation and HTTP interception scoped to a specific path prefix.
CQ01168;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;Summarize the count of URI targets for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to findings with severity descriptors.
CQ01169;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-1 during Semantic persistence validation in the Dashboard and GraphDB?
CQ01170;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;How many cookies are available for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to a specific dataset.
CQ01171;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Drill down from a URI target to its related all exchanges in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01172;UC-1;Live navigation and HTTP interception;Inspection;Given a selected HTTP request in UC-1 during Live navigation and HTTP interception, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01173;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-1 during Live navigation and HTTP interception?
CQ01174;UC-1;Curated selection and evidence submission;Quantification;How many request–response exchanges are available for UC-1 during Curated selection and evidence submission scoped to findings with severity descriptors.
CQ01175;UC-1;Job monitoring and ingestion observability;Quantification;Count resolvers for UC-1 during Job monitoring and ingestion observability scoped to exchanges with payload bodies.
CQ01176;UC-1;Session preparation and connectivity validation;Retrieval;List payload bodies associated with UC-1 during Session preparation and connectivity validation scoped to a specific dataset.
CQ01177;UC-1;;Quantification;Count cookies for UC-1 scoped to a specific authority.
CQ01178;UC-1;Session preparation and connectivity validation;Quantification;Summarize the count of resolvers for UC-1 during Session preparation and connectivity validation scoped to a specific authority.
CQ01179;UC-1;Session preparation and connectivity validation;Traceability;Follow a job identifier to its related produced findings in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01180;UC-1;Job monitoring and ingestion observability;Retrieval;Show request headers associated with UC-1 during Job monitoring and ingestion observability scoped to findings produced by one resolver.
CQ01181;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;How many cookies are available for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to exchanges with HTML artifacts.
CQ01182;UC-1;Session preparation and connectivity validation;Retrieval;List request headers associated with UC-1 during Session preparation and connectivity validation scoped to exchanges with parameters.
CQ01183;UC-1;;Quantification;Count findings for UC-1 scoped to a specific dataset.
CQ01184;UC-1;Live navigation and HTTP interception;Quantification;Summarize the count of payload bodies for UC-1 during Live navigation and HTTP interception scoped to a specific dataset.
CQ01185;UC-1;Session preparation and connectivity validation;Inspection;Given a selected HTTP request in UC-1 during Session preparation and connectivity validation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01186;UC-1;Session preparation and connectivity validation;Quantification;How many request–response exchanges are available for UC-1 during Session preparation and connectivity validation scoped to requests with responses only.
CQ01187;UC-1;Job monitoring and ingestion observability;Retrieval;Show rules associated with UC-1 during Job monitoring and ingestion observability scoped to findings with severity descriptors.
CQ01188;UC-1;;Quantification;Count response headers for UC-1 scoped to requests without responses.
CQ01189;UC-1;Curated selection and evidence submission;Retrieval;List payload bodies associated with UC-1 during Curated selection and evidence submission scoped to findings with severity descriptors.
CQ01190;UC-1;Session preparation and connectivity validation;Inspection;For a selected exchange in UC-1 during Session preparation and connectivity validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01191;UC-1;Curated selection and evidence submission;Traceability;Drill down from a finding to its related evidence anchors in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01192;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Semantic persistence validation in the Dashboard and GraphDB?
CQ01193;UC-1;Curated selection and evidence submission;Quantification;Count rules for UC-1 during Curated selection and evidence submission scoped to exchanges with cookies.
CQ01194;UC-1;Session preparation and connectivity validation;Retrieval;Show response headers associated with UC-1 during Session preparation and connectivity validation scoped to a specific job identifier.
CQ01195;UC-1;Curated selection and evidence submission;Retrieval;Retrieve parameters associated with UC-1 during Curated selection and evidence submission scoped to requests with responses only.
CQ01196;UC-1;Job monitoring and ingestion observability;Retrieval;List payload bodies associated with UC-1 during Job monitoring and ingestion observability scoped to exchanges with payload bodies.
CQ01197;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Retrieval;Enumerate HTTP responses associated with UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to requests with responses only.
CQ01198;UC-1;Curated selection and evidence submission;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Curated selection and evidence submission?
CQ01199;UC-1;Job monitoring and ingestion observability;Retrieval;Enumerate request headers associated with UC-1 during Job monitoring and ingestion observability scoped to requests without responses.
CQ01200;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;Summarize the count of URI targets for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to exchanges with cookies.
CQ01201;UC-1;Curated selection and evidence submission;Inspection;For a selected HTTP request in UC-1 during Curated selection and evidence submission, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01202;UC-1;Session preparation and connectivity validation;Quantification;Summarize the count of parameters for UC-1 during Session preparation and connectivity validation scoped to a specific authority.
CQ01203;UC-1;Curated selection and evidence submission;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-1 during Curated selection and evidence submission?
CQ01204;UC-1;Curated selection and evidence submission;Quantification;Summarize the count of HTTP responses for UC-1 during Curated selection and evidence submission scoped to requests with responses only.
CQ01205;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Live navigation and HTTP interception?
CQ01206;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-1 during Session preparation and connectivity validation?
CQ01207;UC-1;Job monitoring and ingestion observability;Inspection;For a selected exchange in UC-1 during Job monitoring and ingestion observability, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01208;UC-1;;Traceability;Navigate a job identifier to its related produced findings in UC-1 without relying on manual string parsing.
CQ01209;UC-1;;Quantification;Summarize the count of response headers for UC-1 scoped to exchanges with cookies.
CQ01210;UC-1;Job monitoring and ingestion observability;Inspection;For a selected HTTP response in UC-1 during Job monitoring and ingestion observability, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01211;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Link a job identifier to its related produced findings in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01212;UC-1;Job monitoring and ingestion observability;Quantification;Summarize the count of HTTP requests for UC-1 during Job monitoring and ingestion observability scoped to findings with severity descriptors.
CQ01213;UC-1;;Retrieval;Return rules associated with UC-1 scoped to a specific method.
CQ01214;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-1 during Live navigation and HTTP interception?
CQ01215;UC-1;Live navigation and HTTP interception;Inspection;Given a selected HTTP response in UC-1 during Live navigation and HTTP interception, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01216;UC-1;Session preparation and connectivity validation;Traceability;Drill down from a resolver to its related all findings in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01217;UC-1;Job monitoring and ingestion observability;Retrieval;List rules associated with UC-1 during Job monitoring and ingestion observability scoped to requests with responses only.
CQ01218;UC-1;;Traceability;Drill down from a job identifier to its related produced findings in UC-1 without relying on manual string parsing.
CQ01219;UC-1;Job monitoring and ingestion observability;Traceability;Link a resolver to its related all findings in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01220;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Session preparation and connectivity validation?
CQ01221;UC-1;Session preparation and connectivity validation;Retrieval;Retrieve request headers associated with UC-1 during Session preparation and connectivity validation scoped to requests without responses.
CQ01222;UC-1;Session preparation and connectivity validation;Retrieval;List HTTP responses associated with UC-1 during Session preparation and connectivity validation scoped to a specific method.
CQ01223;UC-1;;Retrieval;Retrieve jobs associated with UC-1 scoped to requests with responses only.
CQ01224;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;How many resolvers are available for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to a specific path prefix.
CQ01225;UC-1;;Quantification;How many rules are available for UC-1 scoped to requests without responses.
CQ01226;UC-1;Session preparation and connectivity validation;Quantification;How many cookies are available for UC-1 during Session preparation and connectivity validation scoped to requests without responses.
CQ01227;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;Compute the number of HTTP responses for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to findings produced by one resolver.
CQ01228;UC-1;Job monitoring and ingestion observability;Retrieval;Show response headers associated with UC-1 during Job monitoring and ingestion observability scoped to a specific path prefix.
CQ01229;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Retrieval;Show HTML artifacts associated with UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to requests without responses.
CQ01230;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;Compute the number of response headers for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to exchanges with HTML artifacts.
CQ01231;UC-1;Session preparation and connectivity validation;Quantification;Compute the number of HTML artifacts for UC-1 during Session preparation and connectivity validation scoped to exchanges with cookies.
CQ01232;UC-1;Curated selection and evidence submission;Retrieval;Retrieve HTTP responses associated with UC-1 during Curated selection and evidence submission scoped to a specific path prefix.
CQ01233;UC-1;Live navigation and HTTP interception;Traceability;Drill down from a finding to its related evidence anchors in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01234;UC-1;;Traceability;Follow a resolver to its related all findings in UC-1 without relying on manual string parsing.
CQ01235;UC-1;Job monitoring and ingestion observability;Traceability;Navigate a job identifier to its related persisted evidence in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01236;UC-1;Live navigation and HTTP interception;Quantification;Summarize the count of HTTP requests for UC-1 during Live navigation and HTTP interception scoped to exchanges with HTML artifacts.
CQ01237;UC-1;Job monitoring and ingestion observability;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-1 during Job monitoring and ingestion observability?
CQ01238;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Retrieval;Retrieve request–response exchanges associated with UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to a specific job identifier.
CQ01239;UC-1;Curated selection and evidence submission;Quantification;Compute the number of request headers for UC-1 during Curated selection and evidence submission scoped to a specific dataset.
CQ01240;UC-1;Job monitoring and ingestion observability;Traceability;Drill down from a resolver to its related all findings in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01241;UC-1;Session preparation and connectivity validation;Traceability;Navigate a job identifier to its related persisted evidence in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01242;UC-1;Curated selection and evidence submission;Traceability;Drill down from a job identifier to its related persisted evidence in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01243;UC-1;Job monitoring and ingestion observability;Retrieval;Retrieve payload bodies associated with UC-1 during Job monitoring and ingestion observability scoped to a specific path prefix.
CQ01244;UC-1;Job monitoring and ingestion observability;Retrieval;Retrieve jobs associated with UC-1 during Job monitoring and ingestion observability scoped to a specific job identifier.
CQ01245;UC-2;;Inspection;For a selected exchange in UC-2, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01246;UC-2;Upload of capture artifacts through the Dashboard;Quantification;How many request–response exchanges are available for UC-2 during Upload of capture artifacts through the Dashboard scoped to exchanges with cookies.
CQ01247;UC-2;Upload of capture artifacts through the Dashboard;Inspection;For a selected exchange in UC-2 during Upload of capture artifacts through the Dashboard, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01248;UC-2;Reconstruction preview and curated selection;Traceability;Trace a resolver to its related all findings in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ01249;UC-2;Persistence execution and convergence validation;Retrieval;Show request–response exchanges associated with UC-2 during Persistence execution and convergence validation scoped to findings produced by one resolver.
CQ01250;UC-2;Upload of capture artifacts through the Dashboard;Quantification;How many jobs are available for UC-2 during Upload of capture artifacts through the Dashboard scoped to exchanges with parameters.
CQ01251;UC-2;Reconstruction preview and curated selection;Quantification;Summarize the count of request–response exchanges for UC-2 during Reconstruction preview and curated selection scoped to findings with severity descriptors.
CQ01252;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return cookies associated with UC-2 during PCAP capture workflow and artifact preparation scoped to exchanges with HTML artifacts.
CQ01253;UC-2;Reconstruction preview and curated selection;Inspection;For a selected exchange in UC-2 during Reconstruction preview and curated selection, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01254;UC-2;;Retrieval;List parameters associated with UC-2 scoped to requests with responses only.
CQ01255;UC-2;Reconstruction preview and curated selection;Retrieval;Enumerate resolvers associated with UC-2 during Reconstruction preview and curated selection scoped to exchanges with HTML artifacts.
CQ01256;UC-2;Persistence execution and convergence validation;Quantification;Summarize the count of cookies for UC-2 during Persistence execution and convergence validation scoped to a specific path prefix.
CQ01257;UC-2;Reconstruction preview and curated selection;Inspection;Given a selected HTTP request in UC-2 during Reconstruction preview and curated selection, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01258;UC-2;Reconstruction preview and curated selection;Retrieval;List HTML artifacts associated with UC-2 during Reconstruction preview and curated selection scoped to exchanges with HTML artifacts.
CQ01259;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP responses associated with UC-2 during Persistence execution and convergence validation scoped to exchanges with parameters.
CQ01260;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-2 during Persistence execution and convergence validation?
CQ01261;UC-2;Upload of capture artifacts through the Dashboard;Inspection;Given a selected exchange in UC-2 during Upload of capture artifacts through the Dashboard, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01262;UC-2;PCAP capture workflow and artifact preparation;Inspection;For a selected exchange in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01263;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Return HTTP responses associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to requests with responses only.
CQ01264;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that reconstructed payloads preserve encoding metadata for UC-2 during Upload of capture artifacts through the Dashboard?
CQ01265;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve HTTP responses associated with UC-2 during PCAP capture workflow and artifact preparation scoped to findings with severity descriptors.
CQ01266;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Link a job identifier to its related produced findings in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ01267;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show findings associated with UC-2 during PCAP capture workflow and artifact preparation scoped to exchanges with HTML artifacts.
CQ01268;UC-2;Persistence execution and convergence validation;Quantification;Summarize the count of jobs for UC-2 during Persistence execution and convergence validation scoped to a specific job identifier.
CQ01269;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP responses associated with UC-2 during Persistence execution and convergence validation scoped to a specific path prefix.
CQ01270;UC-2;Reconstruction preview and curated selection;Inspection;Given a selected HTTP response in UC-2 during Reconstruction preview and curated selection, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01271;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count cookies for UC-2 during Upload of capture artifacts through the Dashboard scoped to findings produced by one resolver.
CQ01272;UC-2;PCAP capture workflow and artifact preparation;Traceability;Follow a resolver to its related all findings in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01273;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Summarize the count of parameters for UC-2 during Upload of capture artifacts through the Dashboard scoped to requests with responses only.
CQ01274;UC-2;Persistence execution and convergence validation;Quantification;Count HTML artifacts for UC-2 during Persistence execution and convergence validation scoped to exchanges with parameters.
CQ01275;UC-2;PCAP capture workflow and artifact preparation;Traceability;Drill down from a resolver to its related all findings in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01276;UC-2;Reconstruction preview and curated selection;Quantification;How many response headers are available for UC-2 during Reconstruction preview and curated selection scoped to requests without responses.
CQ01277;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of request headers for UC-2 during PCAP capture workflow and artifact preparation scoped to exchanges with parameters.
CQ01278;UC-2;PCAP capture workflow and artifact preparation;Inspection;Given a selected exchange in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01279;UC-2;;Quantification;Summarize the count of payload bodies for UC-2 scoped to exchanges with cookies.
CQ01280;UC-2;PCAP capture workflow and artifact preparation;Quantification;Summarize the count of request headers for UC-2 during PCAP capture workflow and artifact preparation scoped to exchanges with parameters.
CQ01281;UC-2;;Retrieval;Show HTML artifacts associated with UC-2 scoped to a specific job identifier.
CQ01282;UC-2;Persistence execution and convergence validation;Traceability;Navigate a finding to its related evidence anchors in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ01283;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-2 during Upload of capture artifacts through the Dashboard?
CQ01284;UC-2;;Retrieval;List HTTP responses associated with UC-2 scoped to a specific dataset.
CQ01285;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return request headers associated with UC-2 during PCAP capture workflow and artifact preparation scoped to a specific path prefix.
CQ01286;UC-2;;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-2?
CQ01287;UC-2;PCAP capture workflow and artifact preparation;Traceability;Link a URI target to its related all exchanges in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01288;UC-2;PCAP capture workflow and artifact preparation;Inspection;Given a selected HTTP request in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01289;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Drill down from a finding to its related resolver provenance in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ01290;UC-2;PCAP capture workflow and artifact preparation;Quantification;Count resolvers for UC-2 during PCAP capture workflow and artifact preparation scoped to a specific path prefix.
CQ01291;UC-2;Persistence execution and convergence validation;Traceability;Trace a URI target to its related all exchanges in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ01292;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List request headers associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to exchanges with parameters.
CQ01293;UC-2;PCAP capture workflow and artifact preparation;Quantification;Summarize the count of resolvers for UC-2 during PCAP capture workflow and artifact preparation scoped to a specific authority.
CQ01294;UC-2;;Inspection;Given a selected HTTP response in UC-2, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01295;UC-2;Reconstruction preview and curated selection;Retrieval;List response headers associated with UC-2 during Reconstruction preview and curated selection scoped to a specific authority.
