cq_id;use_case;scenario_step;dimension;question
CQ01058;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-1 during Session preparation and connectivity validation?
CQ01059;UC-1;Curated selection and evidence submission;Quantification;How many findings are available for UC-1 during Curated selection and evidence submission scoped to exchanges with payload bodies.
CQ01061;UC-1;Curated selection and evidence submission;Quantification;How many payload bodies are available for UC-1 during Curated selection and evidence submission scoped to a specific authority.
CQ01062;UC-1;Live navigation and HTTP interception;Inspection;For a selected HTTP response in UC-1 during Live navigation and HTTP interception, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01064;UC-1;Curated selection and evidence submission;Traceability;Trace a URI target to its related all exchanges in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01065;UC-1;Live navigation and HTTP interception;Traceability;Follow a URI target to its related all exchanges in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01066;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Link a finding to its related resolver provenance in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01067;UC-1;Session preparation and connectivity validation;Retrieval;Enumerate HTTP requests associated with UC-1 during Session preparation and connectivity validation scoped to a specific dataset.
CQ01068;UC-1;Live navigation and HTTP interception;Traceability;Link a finding to its related evidence anchors in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01069;UC-1;Job monitoring and ingestion observability;Traceability;Navigate a finding to its related resolver provenance in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01070;UC-1;;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-1?
CQ01074;UC-1;Session preparation and connectivity validation;Inspection;Given a selected exchange in UC-1 during Session preparation and connectivity validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01076;UC-1;Session preparation and connectivity validation;Inspection;For a selected HTTP request in UC-1 during Session preparation and connectivity validation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01079;UC-1;Job monitoring and ingestion observability;Traceability;Drill down from a finding to its related evidence anchors in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01082;UC-1;Curated selection and evidence submission;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-1 during Curated selection and evidence submission?
CQ01084;UC-1;Curated selection and evidence submission;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-1 during Curated selection and evidence submission?
CQ01085;UC-1;Session preparation and connectivity validation;Traceability;Follow a URI target to its related all exchanges in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01086;UC-1;Curated selection and evidence submission;Retrieval;Return response headers associated with UC-1 during Curated selection and evidence submission scoped to exchanges with payload bodies.
CQ01087;UC-1;Job monitoring and ingestion observability;Inspection;For a selected HTTP request in UC-1 during Job monitoring and ingestion observability, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01088;UC-1;Live navigation and HTTP interception;Quantification;Summarize the count of payload bodies for UC-1 during Live navigation and HTTP interception scoped to requests with responses only.
CQ01089;UC-1;Session preparation and connectivity validation;Retrieval;Retrieve payload bodies associated with UC-1 during Session preparation and connectivity validation scoped to a specific dataset.
CQ01090;UC-1;Job monitoring and ingestion observability;Traceability;Follow a finding to its related evidence anchors in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01091;UC-1;Live navigation and HTTP interception;Inspection;For a selected exchange in UC-1 during Live navigation and HTTP interception, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01092;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Inspection;For a selected HTTP request in UC-1 during Semantic persistence validation in the Dashboard and GraphDB, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01096;UC-1;;Retrieval;Enumerate request headers associated with UC-1 scoped to findings produced by one resolver.
CQ01097;UC-1;;Traceability;Follow a URI target to its related all exchanges in UC-1 without relying on manual string parsing.
CQ01099;UC-1;;Traceability;Follow a finding to its related evidence anchors in UC-1 without relying on manual string parsing.
CQ01100;UC-1;Live navigation and HTTP interception;Retrieval;Enumerate jobs associated with UC-1 during Live navigation and HTTP interception scoped to exchanges with parameters.
CQ01101;UC-1;Live navigation and HTTP interception;Retrieval;Return resolvers associated with UC-1 during Live navigation and HTTP interception scoped to a specific job identifier.
CQ01102;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that reconstructed payloads preserve encoding metadata for UC-1 during Live navigation and HTTP interception?
CQ01103;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Trace a finding to its related evidence anchors in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01105;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-1 during Semantic persistence validation in the Dashboard and GraphDB?
CQ01106;UC-1;;Inspection;For a selected exchange in UC-1, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01107;UC-1;Curated selection and evidence submission;Traceability;Follow a finding to its related resolver provenance in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01108;UC-1;Curated selection and evidence submission;Quantification;Summarize the count of request headers for UC-1 during Curated selection and evidence submission scoped to findings produced by one resolver.
CQ01109;UC-1;Curated selection and evidence submission;Traceability;Navigate a resolver to its related all findings in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01110;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Traceability;Drill down from a finding to its related evidence anchors in UC-1 during Semantic persistence validation in the Dashboard and GraphDB without relying on manual string parsing.
CQ01111;UC-1;Live navigation and HTTP interception;Inspection;Given a selected exchange in UC-1 during Live navigation and HTTP interception, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01114;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;How many HTTP requests are available for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to exchanges with parameters.
CQ01115;UC-1;Live navigation and HTTP interception;Retrieval;Enumerate HTTP responses associated with UC-1 during Live navigation and HTTP interception scoped to exchanges with parameters.
CQ01116;UC-1;;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-1?
CQ01117;UC-1;Curated selection and evidence submission;Inspection;For a selected exchange in UC-1 during Curated selection and evidence submission, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01119;UC-1;Session preparation and connectivity validation;Quantification;Summarize the count of resolvers for UC-1 during Session preparation and connectivity validation scoped to findings with severity descriptors.
CQ01121;UC-1;;Inspection;Given a selected exchange in UC-1, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01123;UC-1;;Traceability;Drill down from a URI target to its related all exchanges in UC-1 without relying on manual string parsing.
CQ01124;UC-1;Job monitoring and ingestion observability;Inspection;Given a selected HTTP request in UC-1 during Job monitoring and ingestion observability, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01126;UC-1;;Quantification;Count findings for UC-1 scoped to a specific method.
CQ01127;UC-1;Curated selection and evidence submission;Traceability;Follow a resolver to its related all findings in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01129;UC-1;Curated selection and evidence submission;Retrieval;Return cookies associated with UC-1 during Curated selection and evidence submission scoped to exchanges with payload bodies.
CQ01130;UC-1;Live navigation and HTTP interception;Quantification;Summarize the count of findings for UC-1 during Live navigation and HTTP interception scoped to a specific job identifier.
CQ01131;UC-1;Session preparation and connectivity validation;Inspection;For a selected HTTP response in UC-1 during Session preparation and connectivity validation, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01133;UC-1;;Quantification;Count findings for UC-1 scoped to requests with responses only.
CQ01136;UC-1;Job monitoring and ingestion observability;Traceability;Link a finding to its related evidence anchors in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01137;UC-1;Live navigation and HTTP interception;Quantification;Count rules for UC-1 during Live navigation and HTTP interception scoped to exchanges with parameters.
CQ01142;UC-1;Curated selection and evidence submission;Retrieval;Return parameters associated with UC-1 during Curated selection and evidence submission scoped to exchanges with parameters.
CQ01143;UC-1;;Quantification;Count request headers for UC-1 scoped to a specific dataset.
CQ01144;UC-1;Curated selection and evidence submission;Retrieval;Enumerate HTTP requests associated with UC-1 during Curated selection and evidence submission scoped to requests without responses.
CQ01145;UC-1;Job monitoring and ingestion observability;Retrieval;Show HTTP requests associated with UC-1 during Job monitoring and ingestion observability scoped to a specific job identifier.
CQ01146;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-1 during Live navigation and HTTP interception?
CQ01150;UC-1;Live navigation and HTTP interception;Retrieval;List request–response exchanges associated with UC-1 during Live navigation and HTTP interception scoped to findings with severity descriptors.
CQ01151;UC-1;;Traceability;Link a finding to its related evidence anchors in UC-1 without relying on manual string parsing.
CQ01152;UC-1;Live navigation and HTTP interception;Retrieval;List request–response exchanges associated with UC-1 during Live navigation and HTTP interception scoped to a specific method.
CQ01155;UC-1;Session preparation and connectivity validation;Quantification;Compute the number of payload bodies for UC-1 during Session preparation and connectivity validation scoped to a specific path prefix.
CQ01157;UC-1;Live navigation and HTTP interception;Traceability;Drill down from a job identifier to its related produced findings in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01158;UC-1;Job monitoring and ingestion observability;Traceability;Trace a finding to its related evidence anchors in UC-1 during Job monitoring and ingestion observability without relying on manual string parsing.
CQ01159;UC-1;Job monitoring and ingestion observability;Quantification;Summarize the count of request–response exchanges for UC-1 during Job monitoring and ingestion observability scoped to a specific method.
CQ01160;UC-1;Curated selection and evidence submission;Quantification;Summarize the count of URI targets for UC-1 during Curated selection and evidence submission scoped to a specific path prefix.
CQ01163;UC-1;;Retrieval;Return URI targets associated with UC-1 scoped to requests with responses only.
CQ01164;UC-1;Session preparation and connectivity validation;Traceability;Follow a resolver to its related all findings in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01166;UC-1;Live navigation and HTTP interception;Traceability;Link a resolver to its related all findings in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01167;UC-1;Live navigation and HTTP interception;Retrieval;Return HTTP requests associated with UC-1 during Live navigation and HTTP interception scoped to a specific path prefix.
CQ01172;UC-1;Live navigation and HTTP interception;Inspection;Given a selected HTTP request in UC-1 during Live navigation and HTTP interception, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01173;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that a drill-down path never crosses graphs unintentionally for UC-1 during Live navigation and HTTP interception?
CQ01174;UC-1;Curated selection and evidence submission;Quantification;How many request–response exchanges are available for UC-1 during Curated selection and evidence submission scoped to findings with severity descriptors.
CQ01176;UC-1;Session preparation and connectivity validation;Retrieval;List payload bodies associated with UC-1 during Session preparation and connectivity validation scoped to a specific dataset.
CQ01180;UC-1;Job monitoring and ingestion observability;Retrieval;Show request headers associated with UC-1 during Job monitoring and ingestion observability scoped to findings produced by one resolver.
CQ01182;UC-1;Session preparation and connectivity validation;Retrieval;List request headers associated with UC-1 during Session preparation and connectivity validation scoped to exchanges with parameters.
CQ01183;UC-1;;Quantification;Count findings for UC-1 scoped to a specific dataset.
CQ01184;UC-1;Live navigation and HTTP interception;Quantification;Summarize the count of payload bodies for UC-1 during Live navigation and HTTP interception scoped to a specific dataset.
CQ01185;UC-1;Session preparation and connectivity validation;Inspection;Given a selected HTTP request in UC-1 during Session preparation and connectivity validation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01186;UC-1;Session preparation and connectivity validation;Quantification;How many request–response exchanges are available for UC-1 during Session preparation and connectivity validation scoped to requests with responses only.
CQ01188;UC-1;;Quantification;Count response headers for UC-1 scoped to requests without responses.
CQ01189;UC-1;Curated selection and evidence submission;Retrieval;List payload bodies associated with UC-1 during Curated selection and evidence submission scoped to findings with severity descriptors.
CQ01190;UC-1;Session preparation and connectivity validation;Inspection;For a selected exchange in UC-1 during Session preparation and connectivity validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01191;UC-1;Curated selection and evidence submission;Traceability;Drill down from a finding to its related evidence anchors in UC-1 during Curated selection and evidence submission without relying on manual string parsing.
CQ01193;UC-1;Curated selection and evidence submission;Quantification;Count rules for UC-1 during Curated selection and evidence submission scoped to exchanges with cookies.
CQ01194;UC-1;Session preparation and connectivity validation;Retrieval;Show response headers associated with UC-1 during Session preparation and connectivity validation scoped to a specific job identifier.
CQ01195;UC-1;Curated selection and evidence submission;Retrieval;Retrieve parameters associated with UC-1 during Curated selection and evidence submission scoped to requests with responses only.
CQ01197;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Retrieval;Enumerate HTTP responses associated with UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to requests with responses only.
CQ01198;UC-1;Curated selection and evidence submission;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Curated selection and evidence submission?
CQ01199;UC-1;Job monitoring and ingestion observability;Retrieval;Enumerate request headers associated with UC-1 during Job monitoring and ingestion observability scoped to requests without responses.
CQ01201;UC-1;Curated selection and evidence submission;Inspection;For a selected HTTP request in UC-1 during Curated selection and evidence submission, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01204;UC-1;Curated selection and evidence submission;Quantification;Summarize the count of HTTP responses for UC-1 during Curated selection and evidence submission scoped to requests with responses only.
CQ01205;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Live navigation and HTTP interception?
CQ01206;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-1 during Session preparation and connectivity validation?
CQ01209;UC-1;;Quantification;Summarize the count of response headers for UC-1 scoped to exchanges with cookies.
CQ01210;UC-1;Job monitoring and ingestion observability;Inspection;For a selected HTTP response in UC-1 during Job monitoring and ingestion observability, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01212;UC-1;Job monitoring and ingestion observability;Quantification;Summarize the count of HTTP requests for UC-1 during Job monitoring and ingestion observability scoped to findings with severity descriptors.
CQ01213;UC-1;;Retrieval;Return rules associated with UC-1 scoped to a specific method.
CQ01214;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-1 during Live navigation and HTTP interception?
CQ01215;UC-1;Live navigation and HTTP interception;Inspection;Given a selected HTTP response in UC-1 during Live navigation and HTTP interception, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01216;UC-1;Session preparation and connectivity validation;Traceability;Drill down from a resolver to its related all findings in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ01220;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-1 during Session preparation and connectivity validation?
CQ01221;UC-1;Session preparation and connectivity validation;Retrieval;Retrieve request headers associated with UC-1 during Session preparation and connectivity validation scoped to requests without responses.
CQ01222;UC-1;Session preparation and connectivity validation;Retrieval;List HTTP responses associated with UC-1 during Session preparation and connectivity validation scoped to a specific method.
CQ01227;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Quantification;Compute the number of HTTP responses for UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to findings produced by one resolver.
CQ01228;UC-1;Job monitoring and ingestion observability;Retrieval;Show response headers associated with UC-1 during Job monitoring and ingestion observability scoped to a specific path prefix.
CQ01232;UC-1;Curated selection and evidence submission;Retrieval;Retrieve HTTP responses associated with UC-1 during Curated selection and evidence submission scoped to a specific path prefix.
CQ01233;UC-1;Live navigation and HTTP interception;Traceability;Drill down from a finding to its related evidence anchors in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ01234;UC-1;;Traceability;Follow a resolver to its related all findings in UC-1 without relying on manual string parsing.
CQ01238;UC-1;Semantic persistence validation in the Dashboard and GraphDB;Retrieval;Retrieve request–response exchanges associated with UC-1 during Semantic persistence validation in the Dashboard and GraphDB scoped to a specific job identifier.
CQ01239;UC-1;Curated selection and evidence submission;Quantification;Compute the number of request headers for UC-1 during Curated selection and evidence submission scoped to a specific dataset.
CQ01245;UC-2;;Inspection;For a selected exchange in UC-2, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01246;UC-2;Upload of capture artifacts through the Dashboard;Quantification;How many request–response exchanges are available for UC-2 during Upload of capture artifacts through the Dashboard scoped to exchanges with cookies.
CQ01248;UC-2;Reconstruction preview and curated selection;Traceability;Trace a resolver to its related all findings in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ01249;UC-2;Persistence execution and convergence validation;Retrieval;Show request–response exchanges associated with UC-2 during Persistence execution and convergence validation scoped to findings produced by one resolver.
CQ01251;UC-2;Reconstruction preview and curated selection;Quantification;Summarize the count of request–response exchanges for UC-2 during Reconstruction preview and curated selection scoped to findings with severity descriptors.
CQ01253;UC-2;Reconstruction preview and curated selection;Inspection;For a selected exchange in UC-2 during Reconstruction preview and curated selection, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01257;UC-2;Reconstruction preview and curated selection;Inspection;Given a selected HTTP request in UC-2 during Reconstruction preview and curated selection, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01259;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP responses associated with UC-2 during Persistence execution and convergence validation scoped to exchanges with parameters.
CQ01260;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-2 during Persistence execution and convergence validation?
CQ01262;UC-2;PCAP capture workflow and artifact preparation;Inspection;For a selected exchange in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01263;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Return HTTP responses associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to requests with responses only.
CQ01265;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve HTTP responses associated with UC-2 during PCAP capture workflow and artifact preparation scoped to findings with severity descriptors.
CQ01269;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP responses associated with UC-2 during Persistence execution and convergence validation scoped to a specific path prefix.
CQ01270;UC-2;Reconstruction preview and curated selection;Inspection;Given a selected HTTP response in UC-2 during Reconstruction preview and curated selection, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01272;UC-2;PCAP capture workflow and artifact preparation;Traceability;Follow a resolver to its related all findings in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01275;UC-2;PCAP capture workflow and artifact preparation;Traceability;Drill down from a resolver to its related all findings in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01276;UC-2;Reconstruction preview and curated selection;Quantification;How many response headers are available for UC-2 during Reconstruction preview and curated selection scoped to requests without responses.
CQ01277;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of request headers for UC-2 during PCAP capture workflow and artifact preparation scoped to exchanges with parameters.
CQ01278;UC-2;PCAP capture workflow and artifact preparation;Inspection;Given a selected exchange in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01279;UC-2;;Quantification;Summarize the count of payload bodies for UC-2 scoped to exchanges with cookies.
CQ01280;UC-2;PCAP capture workflow and artifact preparation;Quantification;Summarize the count of request headers for UC-2 during PCAP capture workflow and artifact preparation scoped to exchanges with parameters.
CQ01282;UC-2;Persistence execution and convergence validation;Traceability;Navigate a finding to its related evidence anchors in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ01284;UC-2;;Retrieval;List HTTP responses associated with UC-2 scoped to a specific dataset.
CQ01285;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return request headers associated with UC-2 during PCAP capture workflow and artifact preparation scoped to a specific path prefix.
CQ01286;UC-2;;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-2?
CQ01287;UC-2;PCAP capture workflow and artifact preparation;Traceability;Link a URI target to its related all exchanges in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01288;UC-2;PCAP capture workflow and artifact preparation;Inspection;Given a selected HTTP request in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01289;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Drill down from a finding to its related resolver provenance in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ01291;UC-2;Persistence execution and convergence validation;Traceability;Trace a URI target to its related all exchanges in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ01292;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List request headers associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to exchanges with parameters.
CQ01294;UC-2;;Inspection;Given a selected HTTP response in UC-2, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01295;UC-2;Reconstruction preview and curated selection;Retrieval;List response headers associated with UC-2 during Reconstruction preview and curated selection scoped to a specific authority.
CQ01296;UC-2;Persistence execution and convergence validation;Inspection;Given a selected HTTP response in UC-2 during Persistence execution and convergence validation, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01297;UC-2;;Retrieval;Return request headers associated with UC-2 scoped to findings with severity descriptors.
CQ01298;UC-2;Reconstruction preview and curated selection;Retrieval;Return parameters associated with UC-2 during Reconstruction preview and curated selection scoped to exchanges with payload bodies.
CQ01299;UC-2;PCAP capture workflow and artifact preparation;Traceability;Trace a resolver to its related all findings in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01300;UC-2;;Retrieval;List URI targets associated with UC-2 scoped to findings with severity descriptors.
CQ01302;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count response headers for UC-2 during Upload of capture artifacts through the Dashboard scoped to requests without responses.
CQ01303;UC-2;Persistence execution and convergence validation;Quantification;Compute the number of payload bodies for UC-2 during Persistence execution and convergence validation scoped to findings produced by one resolver.
CQ01304;UC-2;Reconstruction preview and curated selection;Inspection;Given a selected exchange in UC-2 during Reconstruction preview and curated selection, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01305;UC-2;;Retrieval;Return request–response exchanges associated with UC-2 scoped to a specific path prefix.
CQ01306;UC-2;Reconstruction preview and curated selection;Inspection;For a selected HTTP response in UC-2 during Reconstruction preview and curated selection, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01307;UC-2;Persistence execution and convergence validation;Retrieval;Show HTTP responses associated with UC-2 during Persistence execution and convergence validation scoped to exchanges with payload bodies.
CQ01308;UC-2;;Inspection;Given a selected exchange in UC-2, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01311;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of HTTP requests for UC-2 during PCAP capture workflow and artifact preparation scoped to requests without responses.
CQ01312;UC-2;Persistence execution and convergence validation;Inspection;Given a selected exchange in UC-2 during Persistence execution and convergence validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01314;UC-2;Reconstruction preview and curated selection;Retrieval;List HTTP requests associated with UC-2 during Reconstruction preview and curated selection scoped to a specific authority.
CQ01315;UC-2;Persistence execution and convergence validation;Inspection;For a selected exchange in UC-2 during Persistence execution and convergence validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01317;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate request–response exchanges associated with UC-2 during Persistence execution and convergence validation scoped to exchanges with parameters.
CQ01320;UC-2;PCAP capture workflow and artifact preparation;Quantification;How many request headers are available for UC-2 during PCAP capture workflow and artifact preparation scoped to a specific path prefix.
CQ01321;UC-2;;Retrieval;Retrieve rules associated with UC-2 scoped to findings produced by one resolver.
CQ01322;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-2 during Persistence execution and convergence validation?
CQ01325;UC-2;;Retrieval;Show response headers associated with UC-2 scoped to requests without responses.
CQ01327;UC-2;;Quantification;Count parameters for UC-2 scoped to exchanges with payload bodies.
CQ01329;UC-2;Upload of capture artifacts through the Dashboard;Quantification;How many HTTP requests are available for UC-2 during Upload of capture artifacts through the Dashboard scoped to findings produced by one resolver.
CQ01332;UC-2;Persistence execution and convergence validation;Quantification;Count URI targets for UC-2 during Persistence execution and convergence validation scoped to exchanges with parameters.
CQ01333;UC-2;Reconstruction preview and curated selection;Retrieval;List jobs associated with UC-2 during Reconstruction preview and curated selection scoped to findings produced by one resolver.
CQ01334;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Drill down from a finding to its related evidence anchors in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ01336;UC-2;Upload of capture artifacts through the Dashboard;Inspection;For a selected HTTP response in UC-2 during Upload of capture artifacts through the Dashboard, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01337;UC-2;Reconstruction preview and curated selection;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-2 during Reconstruction preview and curated selection?
CQ01340;UC-2;;Retrieval;Return findings associated with UC-2 scoped to findings produced by one resolver.
CQ01342;UC-2;Reconstruction preview and curated selection;Traceability;Navigate a URI target to its related all exchanges in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ01344;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Compute the number of request–response exchanges for UC-2 during Upload of capture artifacts through the Dashboard scoped to a specific job identifier.
CQ01345;UC-2;PCAP capture workflow and artifact preparation;Quantification;Summarize the count of payload bodies for UC-2 during PCAP capture workflow and artifact preparation scoped to findings produced by one resolver.
CQ01346;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Compute the number of response headers for UC-2 during Upload of capture artifacts through the Dashboard scoped to a specific authority.
CQ01354;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Summarize the count of request headers for UC-2 during Upload of capture artifacts through the Dashboard scoped to requests with responses only.
CQ01355;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-2 during Upload of capture artifacts through the Dashboard?
CQ01356;UC-2;Reconstruction preview and curated selection;Quantification;How many resolvers are available for UC-2 during Reconstruction preview and curated selection scoped to findings with severity descriptors.
CQ01359;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of request–response exchanges for UC-2 during PCAP capture workflow and artifact preparation scoped to requests with responses only.
CQ01360;UC-2;PCAP capture workflow and artifact preparation;Inspection;For a selected HTTP response in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01361;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count HTTP requests for UC-2 during Upload of capture artifacts through the Dashboard scoped to a specific method.
CQ01362;UC-2;PCAP capture workflow and artifact preparation;Retrieval;List response headers associated with UC-2 during PCAP capture workflow and artifact preparation scoped to a specific method.
CQ01364;UC-2;Reconstruction preview and curated selection;Traceability;Trace a finding to its related evidence anchors in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ01366;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show response headers associated with UC-2 during PCAP capture workflow and artifact preparation scoped to a specific method.
CQ01367;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Enumerate request–response exchanges associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to requests without responses.
CQ01368;UC-2;;Traceability;Trace a finding to its related evidence anchors in UC-2 without relying on manual string parsing.
